Country,City,Prefix,Included channels,Setup price,Monthly price
United States,California City,1-760,2,5.00,5.00
United States,Manchester,1-603,0,1.20,1.20
United States,Manchester,1-603,2,5.00,5.00
United States,Boone,1-859,0,1.20,1.20
United States,Boone,1-859,2,5.00,5.00
France,Dijon,33-3,0,1.50,1.50
France,Dijon,33-3,2,5.00,5.00
Sweden,Mobile,46-73,0,8.00,8.00
Sweden,Mobile,46-73,2,10.00,10.00
Latvia,Toll-free,371-800,300,20.00,20.00
Germany,Lindenberg im Allgau,49-8381,0,1.50,1.50
Germany,Lindenberg im Allgau,49-8381,2,5.00,5.00
United States,Norwalk,1-567,0,1.20,1.20
United States,Norwalk,1-567,2,5.00,5.00
United States,Hackensack,1-551,0,1.20,1.20
United States,Hackensack,1-551,2,5.00,5.00
Australia,Canberra,61-251,0,3.50,3.50
Australia,Canberra,61-251,2,5.00,5.00
United States,Toll-free,1-833,300,5.00,5.00
United States,Morgantown,1-304,0,1.20,1.20
United States,Morgantown,1-304,2,5.00,5.00
Canada,Toll-free,1-833,300,5.00,5.00
United States,Boulder Creek,1-831,0,1.20,1.20
United States,Boulder Creek,1-831,2,5.00,5.00
Canada,Brighton,1-613,0,1.20,1.20
Canada,Brighton,1-613,2,5.00,5.00
Canada,Napanee,1-343,0,1.20,1.20
Canada,Napanee,1-343,2,5.00,5.00
Canada,Rigaud,1-450,0,1.20,1.20
Canada,Rigaud,1-450,2,5.00,5.00
Canada,La Sarre,1-873,0,1.20,1.20
Canada,La Sarre,1-873,2,5.00,5.00
Canada,Farnham,1-450,0,1.20,1.20
Canada,Farnham,1-450,2,5.00,5.00
Canada,Rawdon,1-579,0,1.20,1.20
Canada,Rawdon,1-579,2,5.00,5.00
Canada,Cowansville,1-450,0,1.20,1.20
Canada,Cowansville,1-450,2,5.00,5.00
Canada,Beauharnois,1-450,0,1.20,1.20
Canada,Beauharnois,1-450,2,5.00,5.00
Canada,Dolbeau,1-581,0,1.20,1.20
Canada,Dolbeau,1-581,2,5.00,5.00
Canada,Amherstburg,1-226,0,1.20,1.20
Canada,Amherstburg,1-226,2,5.00,5.00
France,Reims,33-3,0,1.50,1.50
France,Reims,33-3,2,5.00,5.00
France,Toulon,33-4,0,1.50,1.50
France,Toulon,33-4,2,5.00,5.00
France,Clermont-Ferrand,33-4,0,1.50,1.50
France,Clermont-Ferrand,33-4,2,5.00,5.00
France,Montpellier,33-4,0,1.50,1.50
France,Montpellier,33-4,2,5.00,5.00
France,Grenoble,33-4,0,1.50,1.50
France,Grenoble,33-4,2,5.00,5.00
France,Nimes,33-4,0,1.50,1.50
France,Nimes,33-4,2,5.00,5.00
Switzerland,Biel,41-32,0,2.50,2.50
Switzerland,Biel,41-32,2,5.00,5.00
Canada,Brooks,1-587,0,1.20,1.20
Canada,Brooks,1-587,2,5.00,5.00
Canada,Coaldale,1-587,0,1.20,1.20
Canada,Coaldale,1-587,2,5.00,5.00
Canada,Lloydminster,1-587,0,1.20,1.20
Canada,Lloydminster,1-587,2,5.00,5.00
Canada,Olds,1-587,0,1.20,1.20
Canada,Olds,1-587,2,5.00,5.00
Canada,Ponoka,1-587,0,1.20,1.20
Canada,Ponoka,1-587,2,5.00,5.00
Canada,Sherwood Park,1-587,0,1.20,1.20
Canada,Sherwood Park,1-587,2,5.00,5.00
Canada,Stony Plain,1-587,0,1.20,1.20
Canada,Stony Plain,1-587,2,5.00,5.00
Canada,Dawson Creek,1-778,0,1.20,1.20
Canada,Dawson Creek,1-778,2,5.00,5.00
Canada,Fort St John,1-778,0,1.20,1.20
Canada,Fort St John,1-778,2,5.00,5.00
Canada,Parksville,1-778,0,1.20,1.20
Canada,Parksville,1-778,2,5.00,5.00
Canada,Penticton,1-236,0,1.20,1.20
Canada,Penticton,1-236,2,5.00,5.00
Canada,Salmon Arm,1-236,0,1.20,1.20
Canada,Salmon Arm,1-236,2,5.00,5.00
Canada,Squamish,1-778,0,1.20,1.20
Canada,Squamish,1-778,2,5.00,5.00
Canada,Campbellton,1-506,0,1.20,1.20
Canada,Campbellton,1-506,2,5.00,5.00
Canada,Clarenville,1-709,0,1.20,1.20
Canada,Clarenville,1-709,2,5.00,5.00
Canada,Bridgewater,1-902,0,1.20,1.20
Canada,Bridgewater,1-902,2,5.00,5.00
Canada,Inverness,1-902,0,1.20,1.20
Canada,Inverness,1-902,2,5.00,5.00
Canada,Iqaluit,1-867,0,1.20,1.20
Canada,Iqaluit,1-867,2,5.00,5.00
Canada,Alliston,1-249,0,1.20,1.20
Canada,Alliston,1-249,2,5.00,5.00
Canada,Tillsonburg,1-226,0,1.20,1.20
Canada,Tillsonburg,1-226,2,5.00,5.00
Canada,Dunnville,1-365,0,1.20,1.20
Canada,Dunnville,1-365,2,5.00,5.00
Canada,Perth,1-343,0,1.20,1.20
Canada,Perth,1-343,2,5.00,5.00
Canada,L'Epiphanie-L'Assomption,1-579,0,1.20,1.20
Canada,L'Epiphanie-L'Assomption,1-579,2,5.00,5.00
Canada,Rimouski,1-581,0,1.20,1.20
Canada,Rimouski,1-581,2,5.00,5.00
Canada,Rouyn-Noranda,1-873,0,1.20,1.20
Canada,Rouyn-Noranda,1-873,2,5.00,5.00
Canada,St Felicien,1-581,0,1.20,1.20
Canada,St Felicien,1-581,2,5.00,5.00
United States,Malibu,1-424,0,1.20,1.20
United States,Malibu,1-424,2,5.00,5.00
United States,Gainesville,1-352,0,1.20,1.20
United States,Gainesville,1-352,2,5.00,5.00
Italy,Adria,39-0426,0,2.50,2.50
Italy,Adria,39-0426,2,5.00,5.00
Germany,Wesseling,49-2236,0,1.50,1.50
Germany,Wesseling,49-2236,2,5.00,5.00
United States,Columbus,1-402,0,1.20,1.20
United States,Columbus,1-402,2,5.00,5.00
Germany,Bamberg,49-951,0,1.50,1.50
Germany,Bamberg,49-951,2,5.00,5.00
Slovakia,Lucenec,421-47,0,2.50,2.50
Slovakia,Lucenec,421-47,2,5.00,5.00
Lithuania,Varena,370-310,0,2.50,2.50
Lithuania,Varena,370-310,2,5.00,5.00
Lithuania,Alytus,370-315,0,2.50,2.50
Lithuania,Alytus,370-315,2,5.00,5.00
Lithuania,Birstonas,370-319,0,2.50,2.50
Lithuania,Birstonas,370-319,2,5.00,5.00
Lithuania,Utena,370-389,0,2.50,2.50
Lithuania,Utena,370-389,2,5.00,5.00
Lithuania,Taurage,370-446,0,2.50,2.50
Lithuania,Taurage,370-446,2,5.00,5.00
Lithuania,Palanga,370-460,0,2.50,2.50
Lithuania,Palanga,370-460,2,5.00,5.00
Germany,Dormagen,49-2133,0,1.50,1.50
Germany,Dormagen,49-2133,2,5.00,5.00
Netherlands,Mobile,31-97,0,2.50,2.50
Netherlands,Mobile,31-97,2,5.00,5.00
United States,Eau Gallie,1-321,0,1.20,1.20
United States,Eau Gallie,1-321,2,5.00,5.00
United States,Leesburg,1-352,0,1.20,1.20
United States,Leesburg,1-352,2,5.00,5.00
United States,Arcadia,1-626,0,1.20,1.20
United States,Arcadia,1-626,2,5.00,5.00
United States,Keys,1-786,0,1.20,1.20
United States,Keys,1-786,2,5.00,5.00
United States,Albertville,1-256,0,1.20,1.20
United States,Albertville,1-256,2,5.00,5.00
Australia,Mackay,61-749,0,3.50,3.50
Australia,Mackay,61-749,2,5.00,5.00
Chile,Iquique,56-57,0,6.00,6.00
Chile,Iquique,56-57,2,8.00,8.00
United States,Wheeling,1-224,0,1.20,1.20
United States,Wheeling,1-224,2,5.00,5.00
Venezuela,Puerto La Cruz,58-281,0,12.00,12.00
Venezuela,Puerto La Cruz,58-281,2,15.00,15.00
Venezuela,Puerto Cabello,58-242,0,12.00,12.00
Venezuela,Puerto Cabello,58-242,2,12.00,12.00
Venezuela,Ciudad Ojeda,58-265,0,12.00,12.00
Venezuela,Ciudad Ojeda,58-265,2,15.00,15.00
Venezuela,San Cristobal,58-276,0,12.00,12.00
Venezuela,San Cristobal,58-276,2,15.00,15.00
Venezuela,Carupano,58-294,0,12.00,12.00
Venezuela,Carupano,58-294,2,15.00,15.00
Venezuela,Altagracia,58-295,0,12.00,12.00
Venezuela,Altagracia,58-295,2,15.00,15.00
Germany,Bensheim,49-6251,0,1.50,1.50
Germany,Bensheim,49-6251,2,5.00,5.00
Austria,National,43-720,0,3.50,3.50
Austria,National,43-720,2,5.00,5.00
Slovakia,Zilina,421-41,0,2.50,2.50
Slovakia,Zilina,421-41,2,5.00,5.00
Slovakia,Bratislava,421-2,0,2.50,2.50
Slovakia,Bratislava,421-2,2,5.00,5.00
Slovakia,Presov,421-51,0,2.50,2.50
Slovakia,Presov,421-51,2,5.00,5.00
Slovakia,Banska Bystrica,421-48,0,2.50,2.50
Slovakia,Banska Bystrica,421-48,2,5.00,5.00
Slovakia,Nitra,421-37,0,2.50,2.50
Slovakia,Nitra,421-37,2,5.00,5.00
Slovakia,Kosice,421-55,0,2.50,2.50
Slovakia,Kosice,421-55,2,5.00,5.00
Brazil,Belo Horizonte Mobile,55-319,0,8.00,8.00
Brazil,Belo Horizonte Mobile,55-319,2,10.00,10.00
Italy,Cassino,39-0776,0,2.50,2.50
Italy,Cassino,39-0776,2,5.00,5.00
Chile,Valdivia,56-63,0,6.00,6.00
Chile,Valdivia,56-63,2,8.00,8.00
Germany,Pinneberg,49-4101,0,1.50,1.50
Germany,Pinneberg,49-4101,2,5.00,5.00
United States,San Pedro,1-424,0,1.20,1.20
United States,San Pedro,1-424,2,5.00,5.00
United States,Santa Monica,1-424,0,1.20,1.20
United States,Santa Monica,1-424,2,5.00,5.00
United States,Lomita,1-424,0,1.20,1.20
United States,Lomita,1-424,2,5.00,5.00
United States,Compton,1-424,0,1.20,1.20
United States,Compton,1-424,2,5.00,5.00
Thailand,Chon Buri,66-33,0,12.00,12.00
Thailand,Chon Buri,66-33,2,15.00,15.00
Sweden,Lysekil,46-523,0,2.50,2.50
Sweden,Lysekil,46-523,2,5.00,5.00
Sweden,Hudiksvall,46-650,0,2.50,2.50
Sweden,Hudiksvall,46-650,2,5.00,5.00
Sweden,Sveg,46-680,0,2.50,2.50
Sweden,Sveg,46-680,2,5.00,5.00
Sweden,Soderhamn,46-270,0,2.50,2.50
Sweden,Soderhamn,46-270,2,5.00,5.00
South Africa,National,27-861,0,15.00,15.00
South Africa,National,27-861,2,20.00,20.00
United States,Angels Camp,1-209,0,1.20,1.20
United States,Angels Camp,1-209,2,5.00,5.00
United States,Cedar Lake,1-219,0,1.20,1.20
United States,Cedar Lake,1-219,2,5.00,5.00
United States,Edinburg,1-956,0,1.20,1.20
United States,Edinburg,1-956,2,5.00,5.00
United States,Lake Wales,1-863,0,1.20,1.20
United States,Lake Wales,1-863,2,5.00,5.00
United States,Farmington,1-860,0,1.20,1.20
United States,Farmington,1-860,2,5.00,5.00
United States,Clairton,1-412,0,1.20,1.20
United States,Clairton,1-412,2,5.00,5.00
United States,Peekskill,1-845,0,1.20,1.20
United States,Peekskill,1-845,2,5.00,5.00
United States,Howell,1-517,0,1.20,1.20
United States,Howell,1-517,2,5.00,5.00
United States,Lexington,1-781,0,1.20,1.20
United States,Lexington,1-781,2,5.00,5.00
United States,Batavia,1-585,0,1.20,1.20
United States,Batavia,1-585,2,5.00,5.00
United States,Dunkirk,1-716,0,1.20,1.20
United States,Dunkirk,1-716,2,5.00,5.00
United States,Crete,1-708,0,1.20,1.20
United States,Crete,1-708,2,5.00,5.00
Netherlands,Zierikzee,31-111,0,1.50,1.50
Netherlands,Zierikzee,31-111,2,5.00,5.00
United States,Baltimore,1-443,0,1.20,1.20
United States,Baltimore,1-443,2,5.00,5.00
United States,Capistrano Valley,1-949,0,1.20,1.20
United States,Capistrano Valley,1-949,2,5.00,5.00
Bulgaria,Ruse,359-82,0,8.00,8.00
Bulgaria,Ruse,359-82,2,10.00,10.00
Bulgaria,Stara Zagora,359-42,0,8.00,8.00
Bulgaria,Stara Zagora,359-42,2,10.00,10.00
Thailand,Chiang Mai,66-52,0,12.00,12.00
Thailand,Chiang Mai,66-52,2,15.00,15.00
United States,Philipsburg,1-814,0,1.20,1.20
United States,Philipsburg,1-814,2,5.00,5.00
United States,Cartersville,1-470,0,1.20,1.20
United States,Cartersville,1-470,2,5.00,5.00
United States,Sierra Madre,1-626,0,1.20,1.20
United States,Sierra Madre,1-626,2,5.00,5.00
Italy,Bolzano,39-0471,0,2.50,2.50
Italy,Bolzano,39-0471,2,5.00,5.00
Italy,Treviglio,39-0363,0,2.50,2.50
Italy,Treviglio,39-0363,2,5.00,5.00
United States,Burlington,1-609,0,1.20,1.20
United States,Burlington,1-609,2,5.00,5.00
United States,Portland,1-971,0,1.20,1.20
United States,Portland,1-971,2,5.00,5.00
United States,Albany,1-541,0,1.20,1.20
United States,Albany,1-541,2,5.00,5.00
United States,Luling,1-985,0,1.20,1.20
United States,Luling,1-985,2,5.00,5.00
United States,Fayetteville,1-910,0,1.20,1.20
United States,Fayetteville,1-910,2,5.00,5.00
United States,Rutland,1-802,0,1.20,1.20
United States,Rutland,1-802,2,5.00,5.00
United States,Nashua,1-603,0,1.20,1.20
United States,Nashua,1-603,2,5.00,5.00
United States,Concord,1-603,0,1.20,1.20
United States,Concord,1-603,2,5.00,5.00
United States,Clover,1-803,0,1.20,1.20
United States,Clover,1-803,2,5.00,5.00
United States,Ocala,1-352,0,1.20,1.20
United States,Ocala,1-352,2,5.00,5.00
United States,Daytona Beach,1-386,0,1.20,1.20
United States,Daytona Beach,1-386,2,5.00,5.00
United States,Gadsden,1-256,0,1.20,1.20
United States,Gadsden,1-256,2,5.00,5.00
United States,Sheffield,1-256,0,1.20,1.20
United States,Sheffield,1-256,2,5.00,5.00
United States,Fremont,1-402,0,1.20,1.20
United States,Fremont,1-402,2,5.00,5.00
United States,Watertown,1-605,0,1.20,1.20
United States,Watertown,1-605,2,5.00,5.00
United States,Longview,1-903,0,1.20,1.20
United States,Longview,1-903,2,5.00,5.00
United Kingdom,Coventry,44-2475,0,1.20,1.20
United Kingdom,Coventry,44-2475,2,5.00,5.00
United States,El Campo,1-979,0,1.20,1.20
United States,El Campo,1-979,2,5.00,5.00
United States,Freeport,1-979,0,1.20,1.20
United States,Freeport,1-979,2,5.00,5.00
United States,Chapel Hill,1-984,0,1.20,1.20
United States,Chapel Hill,1-984,2,5.00,5.00
United States,Alpena,1-989,0,1.20,1.20
United States,Alpena,1-989,2,5.00,5.00
United Kingdom,Tarporley,44-1829,0,1.20,1.20
United Kingdom,Tarporley,44-1829,2,5.00,5.00
United States,Mineral Wells,1-940,0,1.20,1.20
United States,Mineral Wells,1-940,2,5.00,5.00
United States,Gainesville,1-940,0,1.20,1.20
United States,Gainesville,1-940,2,5.00,5.00
United States,Newport Beach,1-949,0,1.20,1.20
United States,Newport Beach,1-949,2,5.00,5.00
United States,Los Gatos,1-669,0,1.20,1.20
United States,Los Gatos,1-669,2,5.00,5.00
Germany,Magdeburg,49-391,0,1.50,1.50
Germany,Magdeburg,49-391,2,5.00,5.00
Chile,Linares,56-73,0,6.00,6.00
Chile,Linares,56-73,2,8.00,8.00
United States,Sapulpa,1-918,0,1.20,1.20
United States,Sapulpa,1-918,2,5.00,5.00
United States,Coweta,1-918,0,1.20,1.20
United States,Coweta,1-918,2,5.00,5.00
United States,Pryor,1-918,0,1.20,1.20
United States,Pryor,1-918,2,5.00,5.00
United States,Miami,1-918,0,1.20,1.20
United States,Miami,1-918,2,5.00,5.00
United States,Tahlequah,1-918,0,1.20,1.20
United States,Tahlequah,1-918,2,5.00,5.00
United States,Okmulgee,1-918,0,1.20,1.20
United States,Okmulgee,1-918,2,5.00,5.00
United States,Orinda,1-925,0,1.20,1.20
United States,Orinda,1-925,2,5.00,5.00
United States,Lafayette,1-925,0,1.20,1.20
United States,Lafayette,1-925,2,5.00,5.00
United States,Moraga,1-925,0,1.20,1.20
United States,Moraga,1-925,2,5.00,5.00
United States,Martinez,1-925,0,1.20,1.20
United States,Martinez,1-925,2,5.00,5.00
United States,Vidalia,1-912,0,1.20,1.20
United States,Vidalia,1-912,2,5.00,5.00
United States,Jesup,1-912,0,1.20,1.20
United States,Jesup,1-912,2,5.00,5.00
United States,Pooler,1-912,0,1.20,1.20
United States,Pooler,1-912,2,5.00,5.00
United States,Waycross,1-912,0,1.20,1.20
United States,Waycross,1-912,2,5.00,5.00
United States,Laurinburg,1-910,0,1.20,1.20
United States,Laurinburg,1-910,2,5.00,5.00
United States,Rockingham,1-910,0,1.20,1.20
United States,Rockingham,1-910,2,5.00,5.00
United States,Linden,1-908,0,1.20,1.20
United States,Linden,1-908,2,5.00,5.00
United States,Hackettstown,1-908,0,1.20,1.20
United States,Hackettstown,1-908,2,5.00,5.00
United States,Phillipsburg,1-908,0,1.20,1.20
United States,Phillipsburg,1-908,2,5.00,5.00
United States,Prattville,1-334,0,1.20,1.20
United States,Prattville,1-334,2,5.00,5.00
United States,Opelika,1-334,0,1.20,1.20
United States,Opelika,1-334,2,5.00,5.00
United States,Selma,1-334,0,1.20,1.20
United States,Selma,1-334,2,5.00,5.00
United States,Troy,1-334,0,1.20,1.20
United States,Troy,1-334,2,5.00,5.00
United States,Eufaula,1-334,0,1.20,1.20
United States,Eufaula,1-334,2,5.00,5.00
Germany,Gera,49-365,0,1.50,1.50
Germany,Gera,49-365,2,5.00,5.00
United States,Metuchen,1-848,0,1.20,1.20
United States,Metuchen,1-848,2,5.00,5.00
United States,Yulee,1-904,0,1.20,1.20
United States,Yulee,1-904,2,5.00,5.00
United States,Bonham,1-903,0,1.20,1.20
United States,Bonham,1-903,2,5.00,5.00
United States,Sulphur Springs,1-903,0,1.20,1.20
United States,Sulphur Springs,1-903,2,5.00,5.00
United States,Fernandina Beach,1-904,0,1.20,1.20
United States,Fernandina Beach,1-904,2,5.00,5.00
United States,Avon Park,1-863,0,1.20,1.20
United States,Avon Park,1-863,2,5.00,5.00
United States,Haines City,1-863,0,1.20,1.20
United States,Haines City,1-863,2,5.00,5.00
United States,Arcadia,1-863,0,1.20,1.20
United States,Arcadia,1-863,2,5.00,5.00
United States,Oak Ridge,1-865,0,1.20,1.20
United States,Oak Ridge,1-865,2,5.00,5.00
United States,Maryville,1-865,0,1.20,1.20
United States,Maryville,1-865,2,5.00,5.00
United States,Sevierville,1-865,0,1.20,1.20
United States,Sevierville,1-865,2,5.00,5.00
United States,Lenoir City,1-865,0,1.20,1.20
United States,Lenoir City,1-865,2,5.00,5.00
United States,Jefferson City,1-865,0,1.20,1.20
United States,Jefferson City,1-865,2,5.00,5.00
Mexico,Tehuacan,52-238,0,5.00,5.00
Mexico,Tehuacan,52-238,2,8.00,8.00
Mexico,Uruapan,52-452,0,5.00,5.00
Mexico,Uruapan,52-452,2,8.00,8.00
Mexico,Ciudad Acuna,52-877,0,5.00,5.00
Mexico,Ciudad Acuna,52-877,2,8.00,8.00
Mexico,Ensenada,52-646,0,5.00,5.00
Mexico,Ensenada,52-646,2,8.00,8.00
Mexico,Poza Rica,52-782,0,5.00,5.00
Mexico,Poza Rica,52-782,2,8.00,8.00
Mexico,San Luis Rio Colorado,52-653,0,5.00,5.00
Mexico,San Luis Rio Colorado,52-653,2,8.00,8.00
Mexico,Texcoco,52-595,0,5.00,5.00
Mexico,Texcoco,52-595,2,8.00,8.00
Mexico,Minatitlan,52-922,0,5.00,5.00
Mexico,Minatitlan,52-922,2,8.00,8.00
Mexico,Ocosingo,52-919,0,5.00,5.00
Mexico,Ocosingo,52-919,2,8.00,8.00
Mexico,San Juan del Rio,52-427,0,5.00,5.00
Mexico,San Juan del Rio,52-427,2,8.00,8.00
Belgium,Wavre,32-10,0,2.50,2.50
Belgium,Wavre,32-10,2,5.00,5.00
United States,Sunnyvale,1-669,0,1.20,1.20
United States,Sunnyvale,1-669,2,5.00,5.00
United States,Rutherford,1-201,0,1.20,1.20
United States,Rutherford,1-201,2,5.00,5.00
United States,Newark,1-862,0,1.20,1.20
United States,Newark,1-862,2,5.00,5.00
United States,La Puente,1-626,0,1.20,1.20
United States,La Puente,1-626,2,5.00,5.00
United States,Sumter,1-803,0,1.20,1.20
United States,Sumter,1-803,2,5.00,5.00
United States,Culver City,1-424,0,1.20,1.20
United States,Culver City,1-424,2,5.00,5.00
United States,San Rafael,1-628,0,1.20,1.20
United States,San Rafael,1-628,2,5.00,5.00
United States,Saratoga,1-669,0,1.20,1.20
United States,Saratoga,1-669,2,5.00,5.00
United States,Norwich,1-860,0,1.20,1.20
United States,Norwich,1-860,2,5.00,5.00
United States,Dublin-San Ramon,1-925,0,1.20,1.20
United States,Dublin-San Ramon,1-925,2,5.00,5.00
United States,Richmond-Rosenberg,1-832,0,1.20,1.20
United States,Richmond-Rosenberg,1-832,2,5.00,5.00
United States,Passaic,1-862,0,1.20,1.20
United States,Passaic,1-862,2,5.00,5.00
United States,Orange,1-862,0,1.20,1.20
United States,Orange,1-862,2,5.00,5.00
United States,Manchester,1-860,0,1.20,1.20
United States,Manchester,1-860,2,5.00,5.00
United States,Ledyard,1-860,0,1.20,1.20
United States,Ledyard,1-860,2,5.00,5.00
United States,Glastonbury,1-860,0,1.20,1.20
United States,Glastonbury,1-860,2,5.00,5.00
United States,Coventry,1-860,0,1.20,1.20
United States,Coventry,1-860,2,5.00,5.00
United States,Colchester,1-860,0,1.20,1.20
United States,Colchester,1-860,2,5.00,5.00
United States,Middletown,1-860,0,1.20,1.20
United States,Middletown,1-860,2,5.00,5.00
United States,Clinton,1-860,0,1.20,1.20
United States,Clinton,1-860,2,5.00,5.00
United States,Simsbury,1-860,0,1.20,1.20
United States,Simsbury,1-860,2,5.00,5.00
United States,New Milford,1-860,0,1.20,1.20
United States,New Milford,1-860,2,5.00,5.00
Argentina,Shared Cost,54-810,300,23.00,23.00
Chile,Shared Cost,56-600,300,55.00,55.00
Peru,Shared Cost,51-801,300,23.00,23.00
United States,Bainbridge Island,1-206,0,1.20,1.20
United States,Bainbridge Island,1-206,2,5.00,5.00
United States,Huntington Beach,1-657,0,1.20,1.20
United States,Huntington Beach,1-657,2,5.00,5.00
Taiwan,Toll-free,886-801,300,43.00,30.00
United States,Hershey,1-717,0,1.20,1.20
United States,Hershey,1-717,2,5.00,5.00
United States,Stamford,1-475,0,1.20,1.20
United States,Stamford,1-475,2,5.00,5.00
Brazil,Pocos de Caldas,55-35,0,3.50,3.50
Brazil,Pocos de Caldas,55-35,2,6.00,6.00
United States,Apopka,1-407,0,1.20,1.20
United States,Apopka,1-407,2,5.00,5.00
Mexico,Lerma de Villada,52-728,0,5.00,5.00
Mexico,Lerma de Villada,52-728,2,8.00,8.00
United States,Oradell,1-201,0,1.20,1.20
United States,Oradell,1-201,2,5.00,5.00
United States,Greenwich,1-475,0,1.20,1.20
United States,Greenwich,1-475,2,5.00,5.00
Argentina,Moreno,54-237,0,3.50,3.50
Argentina,Moreno,54-237,2,6.00,6.00
United States,Winchester,1-859,0,1.20,1.20
United States,Winchester,1-859,2,5.00,5.00
United States,Nicholasville,1-859,0,1.20,1.20
United States,Nicholasville,1-859,2,5.00,5.00
United States,Evanston,1-224,0,1.20,1.20
United States,Evanston,1-224,2,5.00,5.00
United States,Essex,1-443,0,1.20,1.20
United States,Essex,1-443,2,5.00,5.00
United States,Fredericksburg,1-540,0,1.20,1.20
United States,Fredericksburg,1-540,2,5.00,5.00
Mexico,San Jose Del Cabo,52-624,0,5.00,5.00
Mexico,San Jose Del Cabo,52-624,2,8.00,8.00
United States,Dundee,1-224,0,1.20,1.20
United States,Dundee,1-224,2,5.00,5.00
Germany,Schwalmtal Niederrhein,49-2163,0,1.50,1.50
Germany,Schwalmtal Niederrhein,49-2163,2,5.00,5.00
Chile,Puerto Montt,56-65,0,6.00,6.00
Chile,Puerto Montt,56-65,2,8.00,8.00
United States,Gardena,1-424,0,1.20,1.20
United States,Gardena,1-424,2,5.00,5.00
Germany,Wedel,49-4103,0,1.50,1.50
Germany,Wedel,49-4103,2,5.00,5.00
United States,Fort Lupton,1-720,0,1.20,1.20
United States,Fort Lupton,1-720,2,5.00,5.00
Italy,Rovigo,39-0425,0,2.50,2.50
Italy,Rovigo,39-0425,2,5.00,5.00
Germany,Mainz,49-6131,0,1.50,1.50
Germany,Mainz,49-6131,2,5.00,5.00
United States,Amityville,1-631,0,1.20,1.20
United States,Amityville,1-631,2,5.00,5.00
Germany,Celle,49-5141,0,1.50,1.50
Germany,Celle,49-5141,2,5.00,5.00
Uganda,National,256-206,0,12.00,12.00
Uganda,National,256-206,2,15.00,15.00
Chile,La Serena,56-51,0,6.00,6.00
Chile,La Serena,56-51,2,8.00,8.00
United States,Rochester,1-603,0,1.20,1.20
United States,Rochester,1-603,2,5.00,5.00
United States,St Johnsbury,1-802,0,1.20,1.20
United States,St Johnsbury,1-802,2,5.00,5.00
United States,Bennington,1-802,0,1.20,1.20
United States,Bennington,1-802,2,5.00,5.00
United States,St Albans,1-802,0,1.20,1.20
United States,St Albans,1-802,2,5.00,5.00
United States,Milton,1-802,0,1.20,1.20
United States,Milton,1-802,2,5.00,5.00
United States,Brattleboro,1-802,0,1.20,1.20
United States,Brattleboro,1-802,2,5.00,5.00
United States,Hot Springs,1-501,0,1.20,1.20
United States,Hot Springs,1-501,2,5.00,5.00
United States,Anniston,1-256,0,1.20,1.20
United States,Anniston,1-256,2,5.00,5.00
United States,Killeen,1-254,0,1.20,1.20
United States,Killeen,1-254,2,5.00,5.00
Germany,Forchheim,49-9191,0,1.50,1.50
Germany,Forchheim,49-9191,2,5.00,5.00
Sweden,Shared Cost,46-77,300,5.00,5.00
United States,Camas,1-360,0,1.20,1.20
United States,Camas,1-360,2,5.00,5.00
United States,Chelsea,1-857,0,1.20,1.20
United States,Chelsea,1-857,2,5.00,5.00
South Korea,Toll-free,82-308,300,43.00,18.00
United States,Belton,1-816,0,1.20,1.20
United States,Belton,1-816,2,5.00,5.00
United States,San Francisco,1-628,0,1.20,1.20
United States,San Francisco,1-628,2,5.00,5.00
Germany,Hechingen,49-7471,0,1.50,1.50
Germany,Hechingen,49-7471,2,5.00,5.00
Argentina,Santa Fe,54-342,0,3.50,3.50
Argentina,Santa Fe,54-342,2,6.00,6.00
Germany,Hennstedt,49-4877,0,1.50,1.50
Germany,Hennstedt,49-4877,2,5.00,5.00
Germany,Lorrach,49-7621,0,1.50,1.50
Germany,Lorrach,49-7621,2,5.00,5.00
United States,Eagle,1-970,0,1.20,1.20
United States,Eagle,1-970,2,5.00,5.00
Germany,Saarlouis,49-6831,0,1.50,1.50
Germany,Saarlouis,49-6831,2,5.00,5.00
United States,Richmond-Rosenberg,1-346,0,1.20,1.20
United States,Richmond-Rosenberg,1-346,2,5.00,5.00
United States,Globe,1-928,0,1.20,1.20
United States,Globe,1-928,2,5.00,5.00
United States,Essex Junction,1-802,0,1.20,1.20
United States,Essex Junction,1-802,2,5.00,5.00
Italy,Schio,39-0445,0,2.50,2.50
Italy,Schio,39-0445,2,5.00,5.00
United States,San Jose,1-669,0,1.20,1.20
United States,San Jose,1-669,2,5.00,5.00
United States,Gig Harbor,1-253,0,1.20,1.20
United States,Gig Harbor,1-253,2,5.00,5.00
United States,Kalispell,1-406,0,1.20,1.20
United States,Kalispell,1-406,2,5.00,5.00
United States,Helena,1-406,0,1.20,1.20
United States,Helena,1-406,2,5.00,5.00
Netherlands,Weesp,31-294,0,1.50,1.50
Netherlands,Weesp,31-294,2,5.00,5.00
United States,Yorkville,1-331,0,1.20,1.20
United States,Yorkville,1-331,2,5.00,5.00
United States,Oswego,1-331,0,1.20,1.20
United States,Oswego,1-331,2,5.00,5.00
United States,Geneva,1-331,0,1.20,1.20
United States,Geneva,1-331,2,5.00,5.00
United States,Lemont,1-331,0,1.20,1.20
United States,Lemont,1-331,2,5.00,5.00
United States,Kenner,1-504,0,1.20,1.20
United States,Kenner,1-504,2,5.00,5.00
